Transcript/RepeatID	chr	start	end	strand	Length	Copies	Annotation/Divergence	B_53A_GSM1153526.CvsH	FPKM	B_CL7B-P12_GSM1153525.CvsH	FPKM	B_PR01086_iPSC-1_A_GSM1153521.CvsH	FPKM	B_PR01086_iPSC-1_B_GSM1153523.CvsH	FPKM	C_PR00818_iPSC-2_A_GSM1153514.CvsH	FPKM	C_PR00818_iPSC-2_B_GSM1153516.CvsH	FPKM	C_PR01209_iPSC-1_A_GSM1153517.CvsH	FPKM	C_PR01209_iPSC-1_B_GSM1153519.CvsH	FPKM	H_ADRC-40_iPSC-2_A_GSM1153507.CvsH	FPKM	H_ADRC-40_iPSC-2_B_GSM1153501.CvsH	FPKM	H_ESC_H1_GSM1153529.CvsH	FPKM	H_ESC_HUES-6_GSM1153528.CvsH	FPKM	H_GM22159_WT-9_iPSC_GSM1153512.CvsH	FPKM	H_WT-126_iPSC_GSM1153513.CvsH	FPKM	H_WT-33_iPSC-1_A_GSM1153510.CvsH	FPKM	H_WT-33_iPSC-1_B_GSM1153509.CvsH	FPKM	c1.CvsH.hg19	FPKM	c2.CvsH.hg19	FPKM	h1.CvsH.hg19	FPKM	h2.CvsH.hg19	FPKM
Merged-chr12-8961133-8	chr12	8956676	8963969	+	7293	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.823	0.208	0.82	0.159	1.151	1.826	1.207	0.882	0.105	0.025	0.51	0.017	0.087	0.202	0.084	0.047	0.966	0.819	0.284	0.515																				
Merged-chr11-4339064-9	chr11	4336154	4343908	-	7754	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.012	0	0	0.004	0.005	0.022	0	0	0	0	0.042	0	0	0	0.003	0	0.013	0.015	0	0																				
Merged-chr11-89118224-7	chr11	89113655	89121544	+	7889	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0	0	0	0.007	0.008	0.003	0.012	0	0	0	0	0	0.005	0	0	0.007	0	0.001	0.003																				
Merged-chr3-38112422-2	chr3	38111206	38113638	-	2432	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.884	1.198	0.744	0.929	2.389	1.986	1.801	1.979	0	0	0.052	0	0	0	0.009	0	1.108	0.291	0.009	0																				
Merged-chr5-92163278-8	chr5	92158665	92166196	+	7531	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.196	0.034	0.219	0.013	0.375	0.65	0.505	0.202	0.053	0.018	0.125	0.037	0.139	0.091	0.064	0.035	0.76	0.352	0.229	0.163																				
Merged-chr1-55365624-8	chr1	55362774	55370058	-	7284	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.043	0.014	0.022	0.009	0.078	0.321	0.205	0.026	0.002	0.009	0.005	0.011	0.006	0.026	0.009	0.021	0.068	0.149	0.015	0.021																				
Merged-chr6-66383250-3	chr6	66381852	66384661	-	2809	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																				
Merged-chr11-102776779-7	chr11	102773890	102781434	-	7544	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.392	0.002	0.308	0.018	0.457	0.528	0.419	0.448	0.051	0.018	0.057	0.037	0.008	0.007	0.017	0.025	0.803	0.53	0.03	0.022																				
Merged-chr5-107904696-3	chr5	107902569	107906780	-	4211	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.011	0.022	0.019	0.016	0.018	0.015	0.016	0.011	0.008	0.016	0	0	0.005	0.022	0.01	0.009	0.077	0.01	0.049	0.037																				
Merged-chr11-81739918-8	chr11	81735675	81742828	+	7153	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.006	0.008	0	0	0.015	0.024	0.016	0	0.121	0.016	0.081	0.006	0.017	0.036	0.003	0.016	0.003	0.001	0.009	0.003																				
Merged-chr6-21363821-8	chr6	21360948	21368268	-	7320	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	1.682	0.276	1.607	0.236	1.776	2.382	1.688	2.083	0.515	0.205	0.296	0.453	0.224	0.557	0.382	0.197	3.274	1.027	0.592	0.325																				
Merged-chr3-46432349-8	chr3	46428396	46435674	-	7278	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0.017	0	0.014	0.003	0.003	0	0.007	0	0	0.005	0	0	0	0	0	0	0	0	0																				
Merged-chr5-124304906-8	chr5	124301580	124308720	-	7140	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.019	0.013	0	0	0.008	0.009	0.016	0.007	0.012	0.023	0.005	0.008	0.009	0	0.006	0.005	0.004	0.006	0.005	0.006																				
Merged-chr9-6020789-2	chr9	6019244	6022335	+	3091	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0	0	0	0.048	0.014	0.022	0.031	0.028	0.015	0	0	0	0.006	0	0	0.006	0	0	0																				
Merged-chr19-53259409-4	chr19	53257959	53260916	+	2957	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.015	0.023	0.013	0.011	0.044	0.029	0.039	0	0	0	0.012	0	0.014	0.006	0	0.013	0.047	0.032	0	0.007																				
Merged-chr7-138051688-5	chr7	138049070	138053828	+	4758	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.009	0	0.025	0	0.016	0.009	0.019	0.01	0	0	0.008	0	0	0	0.004	0	0.017	0.02	0.005	0.002																				
Merged-chr7-22956369-7	chr7	22952266	22959359	+	7093	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0.001	0	0	0	0	0	0	0.005	0	0.003	0	0	0.005	0.006	0	0.004	0	0.006	0.003																				
Merged-chr1-114573775-4	chr1	114571424	114575906	+	4482	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	3.607	0.661	3.695	1.141	7.497	14.39	12.407	5.826	2.262	3.393	13.232	2.302	11.147	12.235	9.046	4.62	9.714	7.018	20.678	18.669																				
Merged-chr2-215955056-2	chr2	215953845	215956267	+	2422	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																				
Merged-chr4-153664592-8	chr4	153661727	153669079	-	7352	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.323	0.047	0.251	0.054	0.542	0.56	0.356	0.331	0.342	0.163	0.867	0.599	0.504	0.61	0.503	0.439	0.195	0.095	0.832	0.737																				
Merged-chr16-86777694-8	chr16	86774848	86782036	-	7188	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	1.078	0.076	0.996	0.042	1.042	1.398	0.973	1.008	0.389	0.394	0.679	0.224	0.179	0.834	0.509	0.724	0.71	0.388	0.81	0.436																				
Merged-chr12-10117682-8	chr12	10114239	10122079	-	7840	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.006	0.003	0.01	0	0.009	0.022	0.015	0.006	0.002	0	0.002	0	0	0	0.003	0.005	0.001	0.005	0.004	0.006																				
Merged-chrX-91357311-8	chrX	91354464	91361676	-	7212	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	4.08	2.664	4.418	1.801	6.516	7.808	6.257	5.424	28.63	31.5	58.17	42.689	20.937	70.953	54.638	49.848	5.568	4.3	106.351	52.051																				
Merged-chr11-25349467-3	chr11	25347586	25351706	-	4120	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0	0	0	0	0																				
Merged-chr3-107289622-4	chr3	107287324	107291611	-	4287	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013	0	0	0.002	0	0	0																				
Merged-chr17-75915445-2	chr17	75914228	75916662	+	2434	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0	0	0	0	0	0	0	0	0	0	0	0.017	0	0	0	0.008	0.009	0.035	0																				
Merged-chr1-213018749-5	chr1	213016223	213020936	+	4713	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0.004	0.005	0.005																				
Merged-chr8-98190918-8	chr8	98186474	98193747	+	7273	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.449	0.123	0.476	0.096	0.616	1.263	0.542	0.445	0.616	0.219	1.09	0.666	0.582	0.768	0.387	0.251	0.929	0.545	0.411	0.235																				
Merged-chr13-109922685-4	chr13	109921107	109924248	+	3141	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.086	0.081	0.15	0	0.159	0.359	0.277	0.015	0.37	0.044	0.23	0.006	0.352	0.107	0.107	0.133	1.011	1.077	0.209	0.896																				
Merged-chr7-109232667-4	chr7	109231104	109234245	-	3141	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.057	0.046	0.038	0.042	0.029	0.062	0.037	0	0.205	0.315	1.484	0.269	0.267	1.192	1.057	0.411	0.025	0.02	1.94	1.196																				
Merged-chr12-70482339-7	chr12	70478289	70484840	+	6551	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.055	0.061	0.156	0.066	0.296	0.469	0.193	0.218	0.019	0.004	0.069	0.04	0.1	0.04	0.055	0.012	0.183	0.16	0.128	0.081																				
Merged-chr6-3168291-2	chr6	3166404	3170178	+	3774	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.154	0.016	0.146	0.018	0.254	0.04	0.024	0.189	0	0	0.005	0.021	0	0	0.011	0	0.089	0.116	0.011	0.015																				
Merged-chr9-72021565-7	chr9	72018697	72026003	-	7306	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.067	0.075	0.065	0.068	0.199	0.208	0.078	0.059	0.043	0.006	0.121	0.017	0.017	0.046	0.02	0.016	0.506	0.12	0.021	0.011																				
Merged-chr12-29289815-7	chr12	29286771	29294513	-	7742	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0.005	0	0.004	0.014	0.008	0.003	0.018	0.011	0.027	0.063	0.026	0.011	0.077	0.052	0.039	0.022	0.011	0.088	0.052																				
Merged-chr1-178012372-7	chr1	178008592	178015833	+	7241	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0.007	0	0	0.005	0.003	0	0	0	0	0	0	0.003	0	0	0	0.003	0.003	0	0																				
Merged-chr9-134425229-9	chr9	134421804	134428119	+	6315	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0.007	0	0.026	0.085	0.038	0.025	0.038	0.03	0	0.014	0.003	0	0.006	0.017	0	0.006	0.007	0.003	0.002																				
Merged-chr19-53133702-10	chr19	53128381	53137473	+	9092	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.537	0.108	0.632	0.066	0.728	1.07	0.772	0.608	0.363	0.063	0.199	0.46	0.398	0.399	0.127	0.1	1.022	0.453	0.231	0.105																				
Merged-chr1-205856502-7	chr1	205852914	205860500	-	7586	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0.001	0	0	0	0.003	0.003	0.006	0.06	0.003	0.002	0.103	0.105	0.005	0.003	0	0.003	0.001	0	0																				
Merged-chr15-87587405-6	chr15	87584748	87589538	+	4790	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.009	0.002	0	0	0.012	0.032	0.01	0.02	0.014	0.019	0.034	0.008	0.026	0.031	0.066	0.048	0.008	0.002	0.036	0.005																				
Merged-chr18-40133255-2	chr18	40131601	40134910	-	3309	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.135	0.054	0.178	0	0.1	0.137	0.111	0.144	0	0	0	0	0	0	0	0	0	0.006	0	0																				
Merged-chrX-148400261-6	chrX	148396349	148402929	+	6580	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.293	0.118	0.257	0.066	0.21	0.296	0.265	0.203	0.008	0.014	0.071	0.061	0.025	0.082	0.057	0.023	0.238	0.098	0.028	0.019																				
Merged-chr4-152735969-6	chr4	152733225	152740184	-	6959	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.019	0.131	0.04	0.057	0.034	0.09	0.066	0.007	0.032	0.007	0.086	0.029	0.091	0.091	0.078	0.066	0.069	0.036	0.031	0.014																				
Merged-chr2-75442966-8	chr2	75440080	75447438	-	7358	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.943	0.174	1.005	0.059	1.281	1.748	1.452	1.386	0.396	0.141	0.589	0.301	0.634	0.658	0.437	0.413	1.514	0.364	1.216	0.518																				
Merged-chr21-42330526-7	chr21	42325919	42333397	+	7478	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.216	0.246	0.295	0.138	0.244	0.432	0.325	0.229	0.114	0.055	0.217	0.212	0.205	0.304	0.273	0.168	0.396	0.497	0.587	0.514																				
Merged-chr2-76801544-4	chr2	76799976	76803125	-	3149	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	1.166	0.024	1.561	0.032	3.292	1.699	1.682	1.316	0.077	0.044	0.184	0.16	0.123	0.207	0.053	0.097	6.387	2.162	0.544	0.345																				
Merged-chr9-90029453-8	chr9	90024835	90032380	+	7545	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	1.846	0.326	2.038	0.317	2.122	2.988	2.419	2.084	5.051	3.097	13.727	3.726	11.245	16.649	7.56	5.74	1.738	1.415	12.918	6.397																				
Merged-chr11-3504661-3	chr11	3502094	3507242	-	5148	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.009	0.067	0.008	0.084	0.054	0.038	0.049	0.083	0.037	0.031	0.088	0.016	0.02	0.087	0.037	0.052	0.134	0.042	0.142	0.019																				
Merged-chr1-216185136-9	chr1	216180690	216188006	+	7316	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.159	0.081	0.296	0.077	0.33	0.633	0.276	0.352	0.071	0.009	0.296	0.049	0.045	0.153	0.06	0.109	0.94	0.474	0.094	0.027																				
Merged-chr11-117683415-8	chr11	117679881	117685829	+	5948	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.128	0.108	0.112	0.067	0.13	0.444	0.135	0.112	0.006	0.004	0.052	0.003	0.041	0.047	0.025	0.026	0.273	0.233	0.031	0.037																				
Merged-chr10-57735628-10	chr10	57730466	57739161	+	8695	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0	0	0	0	0	0.003	0	0	0	0.004	0	0	0.004	0	0	0.008	0.004	0	0.003																				
Merged-chrX-73022247-3	chrX	73020474	73024334	-	3860	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0	0	0	0	0	0	0	0.004	0	0.019	0	0.005	0.014	0.005	0.01	0	0	0	0																				
Merged-chr6-3173305-4	chr6	3171638	3174885	+	3247	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0.055	0	0.051	0.028	0.027	0.021	0.029	0.011	0	0.006	0	0	0.006	0	0	0.036	0.054	0	0																				
Merged-chr11-29727942-3	chr11	29726478	29729476	-	2998	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007	0	0	0																				
Merged-chr6-68598934-2	chr6	68597709	68600159	-	2450	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																				
Merged-chr4-93195112-9	chr4	93191866	93199574	-	7708	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.924	0.525	0.98	0.564	0.926	1.661	0.985	1.039	2.996	1.779	6.22	2.4	2.707	3.909	3.085	2.617	0.762	0.19	5.361	2.633																				
Merged-chr3-90134087-7	chr3	90131342	90136697	+	5355	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.042	0.014	0.059	0.025	0.145	0.121	0.069	0.071	0.055	0.013	0.094	0.008	0.015	0.059	0.024	0	0.152	0.06	0.028	0.058																				
Merged-chr19-23735621-8	chr19	23731502	23738645	+	7143	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.006	0.006	0.006	0.005	0.005	0.009	0.003	0	0	0	0	0	0	0	0	0	0.012	0.015	0	0																				
Merged-chr15-49993508-7	chr15	49989920	49997747	-	7827	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0.009	0.01	0	0.035	0.022	0.029	0.006	0	0	0.005	0	0.003	0.012	0.003	0.01	0.021	0.008	0	0																				
Merged-chr11-94084574-14	chr11	94078087	94089502	+	11415	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.145	0.095	0.169	0.064	0.242	0.326	0.374	0.259	0.45	0.416	1.253	0.31	0.12	1.24	0.672	0.682	0.273	0.099	0.827	0.578																				
Merged-chr1-80164113-8	chr1	80161246	80168531	-	7285	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.018	0.014	0.005	0.005	0.094	0.149	0.05	0.026	0.184	0.003	0.072	0.006	0.135	0.115	0.017	0.031	0.038	0.014	0.031	0.023																				
Merged-chr11-122695873-2	chr11	122694337	122697409	+	3072	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.875	0.269	0.563	0.108	1.219	1.248	1.15	1.303	0.023	0.015	0.012	0	0	0.036	0	0.074	1.879	1.399	0.025	0.011																				
Merged-chr4-180327798-7	chr4	180323854	180331264	+	7410	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0	0	0	0.01	0.006	0	0	0.016	0.006	0.037	0.041	0.008	0.02	0.031	0.01	0.001	0	0.019	0.012																				
Merged-chrX-137346906-17	chrX	137340019	137353343	+	13324	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.138	0.113	0.18	0.065	0.173	0.258	0.169	0.129	0.036	0.007	0.041	0.006	0.018	0.043	0.013	0.017	0.329	0.066	0.092	0.074																				
Merged-chr19-55638237-10	chr19	55633381	55641715	+	8334	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.682	0.04	0.76	0.008	0.46	0.686	0.47	0.515	0.002	0.003	0.015	0.005	0	0.018	0.02	0.041	0.433	0.229	0.072	0.029																				
Merged-chr11-77265564-4	chr11	77262923	77267533	+	4610	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.01	0.035	0.043	0.022	0.06	0.047	0.025	0.021	0	0.01	0	0	0	0	0.005	0	0.043	0.014	0.005	0.007																				
Merged-chr1-149620007-4	chr1	149618443	149621585	-	3142	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0	0	0	0.006	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0																				
Merged-chrX-152361078-3	chrX	152359603	152362571	-	2968	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																				
Merged-chr14-76049220-6	chr14	76046056	76053627	-	7571	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0	0	0	0	0	0.006	0	0	0	0	0	0	0	0	0	0.003	0	0	0																				
Merged-chr4-401039-6	chr4	397899	403893	-	5994	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0.014	0	0.011	0	0.004	0.008	0	0.012	0	0	0.003	0.007	0.04	0.014	0.006	0.018	0.03	0.023	0.028																				
Merged-chr14-93227267-2	chr14	93225317	93229218	+	3901	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0.006	0	0.009	0	0.006	0	0.012	0	0	0	0	0	0	0	0	0.025	0.011	0.008	0																				
Merged-chr3-78374873-3	chr3	78372029	78377715	+	5686	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	2.323	0.452	2.712	0.567	2.653	3.771	3.037	2.17	0.018	0.032	0.057	0.032	0.014	0.046	0.033	0.033	2.001	1.492	0.099	0.09																				
Merged-chr6-158123797-8	chr6	158120899	158128366	-	7467	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.018	0.031	0.011	0	0.072	0.075	0.107	0.006	0.014	0	0.044	0.008	0.003	0.017	0.025	0.02	0.024	0.025	0.019	0.021																				
Merged-chr3-35917875-7	chr3	35915075	35922338	-	7263	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.055	0.015	0.06	0.018	0.046	0.113	0.069	0.085	0.007	0.003	0.122	0.006	0.008	0.015	0.032	0.052	0.039	0.009	0.077	0.046																				
Merged-chr3-140927492-6	chr3	140922945	140931368	+	8423	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.016	0.008	0.014	0.008	0.028	0.031	0.03	0.017	0.027	0.008	0.011	0.005	0.007	0.022	0.007	0.009	0.019	0.04	0.009	0.007																				
Merged-chr2-224952633-3	chr2	224951269	224953947	-	2678	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004	0	0																				
Merged-chr3-78631103-4	chr3	78629588	78632511	-	2923	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	2.513	0.168	2.678	0.136	2.234	2.534	2.063	3.065	0.012	0	0.031	0	0.014	0.025	0.014	0	2.961	0.709	0.07	0.023																				
Merged-chr1-192948654-4	chr1	192946733	192950488	-	3755	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0	0	0	0	0	0	0	0	0	0	0.005	0	0	0	0	0	0	0	0.006																				
